date_reported,country_code,country,who_region,new_cases,cumulative_cases,new_deaths,cumulative_deaths
04-02-2020,SC,Seychelles,AFRO,0,0,0,0
05-02-2020,SC,Seychelles,AFRO,0,0,0,0
06-02-2020,SC,Seychelles,AFRO,0,0,0,0
07-02-2020,SC,Seychelles,AFRO,0,0,0,0
08-02-2020,SC,Seychelles,AFRO,0,0,0,0
09-02-2020,SC,Seychelles,AFRO,0,0,0,0
10-02-2020,SC,Seychelles,AFRO,0,0,0,0
11-02-2020,SC,Seychelles,AFRO,0,0,0,0
12-02-2020,SC,Seychelles,AFRO,0,0,0,0
13-02-2020,SC,Seychelles,AFRO,0,0,0,0
14-02-2020,SC,Seychelles,AFRO,0,0,0,0
15-02-2020,SC,Seychelles,AFRO,0,0,0,0
16-02-2020,SC,Seychelles,AFRO,0,0,0,0
17-02-2020,SC,Seychelles,AFRO,0,0,0,0
18-02-2020,SC,Seychelles,AFRO,0,0,0,0
19-02-2020,SC,Seychelles,AFRO,0,0,0,0
20-02-2020,SC,Seychelles,AFRO,0,0,0,0
21-02-2020,SC,Seychelles,AFRO,0,0,0,0
22-02-2020,SC,Seychelles,AFRO,0,0,0,0
23-02-2020,SC,Seychelles,AFRO,0,0,0,0
24-02-2020,SC,Seychelles,AFRO,0,0,0,0
25-02-2020,SC,Seychelles,AFRO,0,0,0,0
26-02-2020,SC,Seychelles,AFRO,0,0,0,0
27-02-2020,SC,Seychelles,AFRO,0,0,0,0
28-02-2020,SC,Seychelles,AFRO,0,0,0,0
29-02-2020,SC,Seychelles,AFRO,0,0,0,0
01-03-2020,SC,Seychelles,AFRO,0,0,0,0
02-03-2020,SC,Seychelles,AFRO,0,0,0,0
03-03-2020,SC,Seychelles,AFRO,0,0,0,0
04-03-2020,SC,Seychelles,AFRO,0,0,0,0
05-03-2020,SC,Seychelles,AFRO,0,0,0,0
06-03-2020,SC,Seychelles,AFRO,0,0,0,0
07-03-2020,SC,Seychelles,AFRO,0,0,0,0
08-03-2020,SC,Seychelles,AFRO,0,0,0,0
09-03-2020,SC,Seychelles,AFRO,0,0,0,0
10-03-2020,SC,Seychelles,AFRO,0,0,0,0
11-03-2020,SC,Seychelles,AFRO,0,0,0,0
12-03-2020,SC,Seychelles,AFRO,0,0,0,0
13-03-2020,SC,Seychelles,AFRO,0,0,0,0
14-03-2020,SC,Seychelles,AFRO,0,0,0,0
15-03-2020,SC,Seychelles,AFRO,6,6,0,0
16-03-2020,SC,Seychelles,AFRO,2,8,0,0
17-03-2020,SC,Seychelles,AFRO,0,8,0,0
18-03-2020,SC,Seychelles,AFRO,2,10,0,0
19-03-2020,SC,Seychelles,AFRO,0,10,0,0
20-03-2020,SC,Seychelles,AFRO,0,10,0,0
21-03-2020,SC,Seychelles,AFRO,-3,7,0,0
22-03-2020,SC,Seychelles,AFRO,0,7,0,0
23-03-2020,SC,Seychelles,AFRO,0,7,0,0
24-03-2020,SC,Seychelles,AFRO,0,7,0,0
25-03-2020,SC,Seychelles,AFRO,0,7,0,0
26-03-2020,SC,Seychelles,AFRO,0,7,0,0
27-03-2020,SC,Seychelles,AFRO,0,7,0,0
28-03-2020,SC,Seychelles,AFRO,0,7,0,0
29-03-2020,SC,Seychelles,AFRO,1,8,0,0
30-03-2020,SC,Seychelles,AFRO,0,8,0,0
31-03-2020,SC,Seychelles,AFRO,0,8,0,0
01-04-2020,SC,Seychelles,AFRO,0,8,0,0
02-04-2020,SC,Seychelles,AFRO,2,10,0,0
03-04-2020,SC,Seychelles,AFRO,0,10,0,0
04-04-2020,SC,Seychelles,AFRO,0,10,0,0
05-04-2020,SC,Seychelles,AFRO,0,10,0,0
06-04-2020,SC,Seychelles,AFRO,0,10,0,0
07-04-2020,SC,Seychelles,AFRO,1,11,0,0
08-04-2020,SC,Seychelles,AFRO,0,11,0,0
09-04-2020,SC,Seychelles,AFRO,0,11,0,0
10-04-2020,SC,Seychelles,AFRO,0,11,0,0
11-04-2020,SC,Seychelles,AFRO,0,11,0,0
12-04-2020,SC,Seychelles,AFRO,0,11,0,0
13-04-2020,SC,Seychelles,AFRO,0,11,0,0
14-04-2020,SC,Seychelles,AFRO,0,11,0,0
15-04-2020,SC,Seychelles,AFRO,0,11,0,0
16-04-2020,SC,Seychelles,AFRO,0,11,0,0
17-04-2020,SC,Seychelles,AFRO,0,11,0,0
18-04-2020,SC,Seychelles,AFRO,0,11,0,0
19-04-2020,SC,Seychelles,AFRO,0,11,0,0
20-04-2020,SC,Seychelles,AFRO,0,11,0,0
21-04-2020,SC,Seychelles,AFRO,0,11,0,0
22-04-2020,SC,Seychelles,AFRO,0,11,0,0
23-04-2020,SC,Seychelles,AFRO,0,11,0,0
24-04-2020,SC,Seychelles,AFRO,0,11,0,0
25-04-2020,SC,Seychelles,AFRO,0,11,0,0
26-04-2020,SC,Seychelles,AFRO,0,11,0,0
27-04-2020,SC,Seychelles,AFRO,0,11,0,0
28-04-2020,SC,Seychelles,AFRO,0,11,0,0
29-04-2020,SC,Seychelles,AFRO,0,11,0,0
30-04-2020,SC,Seychelles,AFRO,0,11,0,0
01-05-2020,SC,Seychelles,AFRO,0,11,0,0
02-05-2020,SC,Seychelles,AFRO,0,11,0,0
03-05-2020,SC,Seychelles,AFRO,0,11,0,0
04-05-2020,SC,Seychelles,AFRO,0,11,0,0
05-05-2020,SC,Seychelles,AFRO,0,11,0,0
06-05-2020,SC,Seychelles,AFRO,0,11,0,0
07-05-2020,SC,Seychelles,AFRO,0,11,0,0
08-05-2020,SC,Seychelles,AFRO,0,11,0,0
09-05-2020,SC,Seychelles,AFRO,0,11,0,0
10-05-2020,SC,Seychelles,AFRO,0,11,0,0
11-05-2020,SC,Seychelles,AFRO,0,11,0,0
12-05-2020,SC,Seychelles,AFRO,0,11,0,0
13-05-2020,SC,Seychelles,AFRO,0,11,0,0
14-05-2020,SC,Seychelles,AFRO,0,11,0,0
15-05-2020,SC,Seychelles,AFRO,0,11,0,0
16-05-2020,SC,Seychelles,AFRO,0,11,0,0
17-05-2020,SC,Seychelles,AFRO,0,11,0,0
18-05-2020,SC,Seychelles,AFRO,0,11,0,0
19-05-2020,SC,Seychelles,AFRO,0,11,0,0
20-05-2020,SC,Seychelles,AFRO,0,11,0,0
21-05-2020,SC,Seychelles,AFRO,0,11,0,0
22-05-2020,SC,Seychelles,AFRO,0,11,0,0
23-05-2020,SC,Seychelles,AFRO,0,11,0,0
24-05-2020,SC,Seychelles,AFRO,0,11,0,0
25-05-2020,SC,Seychelles,AFRO,0,11,0,0
26-05-2020,SC,Seychelles,AFRO,0,11,0,0
27-05-2020,SC,Seychelles,AFRO,0,11,0,0
28-05-2020,SC,Seychelles,AFRO,0,11,0,0
29-05-2020,SC,Seychelles,AFRO,0,11,0,0
30-05-2020,SC,Seychelles,AFRO,0,11,0,0
31-05-2020,SC,Seychelles,AFRO,0,11,0,0
01-06-2020,SC,Seychelles,AFRO,0,11,0,0
02-06-2020,SC,Seychelles,AFRO,0,11,0,0
03-06-2020,SC,Seychelles,AFRO,0,11,0,0
04-06-2020,SC,Seychelles,AFRO,0,11,0,0
05-06-2020,SC,Seychelles,AFRO,0,11,0,0
06-06-2020,SC,Seychelles,AFRO,0,11,0,0
07-06-2020,SC,Seychelles,AFRO,0,11,0,0
08-06-2020,SC,Seychelles,AFRO,0,11,0,0
09-06-2020,SC,Seychelles,AFRO,0,11,0,0
10-06-2020,SC,Seychelles,AFRO,0,11,0,0
11-06-2020,SC,Seychelles,AFRO,0,11,0,0
12-06-2020,SC,Seychelles,AFRO,0,11,0,0
13-06-2020,SC,Seychelles,AFRO,0,11,0,0
14-06-2020,SC,Seychelles,AFRO,0,11,0,0
15-06-2020,SC,Seychelles,AFRO,0,11,0,0
16-06-2020,SC,Seychelles,AFRO,0,11,0,0
17-06-2020,SC,Seychelles,AFRO,0,11,0,0
18-06-2020,SC,Seychelles,AFRO,0,11,0,0
19-06-2020,SC,Seychelles,AFRO,0,11,0,0
20-06-2020,SC,Seychelles,AFRO,0,11,0,0
21-06-2020,SC,Seychelles,AFRO,0,11,0,0
22-06-2020,SC,Seychelles,AFRO,0,11,0,0
23-06-2020,SC,Seychelles,AFRO,0,11,0,0
24-06-2020,SC,Seychelles,AFRO,0,11,0,0
25-06-2020,SC,Seychelles,AFRO,0,11,0,0
26-06-2020,SC,Seychelles,AFRO,5,16,0,0
27-06-2020,SC,Seychelles,AFRO,4,20,0,0
28-06-2020,SC,Seychelles,AFRO,50,70,0,0
29-06-2020,SC,Seychelles,AFRO,7,77,0,0
30-06-2020,SC,Seychelles,AFRO,4,81,0,0
01-07-2020,SC,Seychelles,AFRO,0,81,0,0
02-07-2020,SC,Seychelles,AFRO,0,81,0,0
03-07-2020,SC,Seychelles,AFRO,0,81,0,0
04-07-2020,SC,Seychelles,AFRO,0,81,0,0
05-07-2020,SC,Seychelles,AFRO,0,81,0,0
06-07-2020,SC,Seychelles,AFRO,0,81,0,0
07-07-2020,SC,Seychelles,AFRO,0,81,0,0
08-07-2020,SC,Seychelles,AFRO,10,91,0,0
09-07-2020,SC,Seychelles,AFRO,3,94,0,0
10-07-2020,SC,Seychelles,AFRO,6,100,0,0
11-07-2020,SC,Seychelles,AFRO,0,100,0,0
12-07-2020,SC,Seychelles,AFRO,0,100,0,0
13-07-2020,SC,Seychelles,AFRO,0,100,0,0
14-07-2020,SC,Seychelles,AFRO,0,100,0,0
